"TIMESTAMP"	"CS655_1_temp"	"CS655_2_temp"	"CS655_3_temp"	"CS655_4_temp"	"CS655_5_temp"	"CS655_6_temp"
"2024-10-10 11:05:00"	25.647	25.8567	25.7476	25.8483	25.8987	25.9127
"2024-10-10 11:10:00"	25.6358	25.8511	25.7281	25.8483	25.8735	25.8875
"2024-10-10 11:15:00"	25.6246	25.8427	25.7476	25.8511	25.8763	25.8427
"2024-10-10 11:20:00"	25.6386	25.8176	25.7029	25.7868	25.8791	25.8651
"2024-10-10 11:25:00"	25.6442	25.8316	25.756	25.8119	25.8483	25.8735
"2024-10-10 11:30:00"	25.6162	25.8316	25.7504	25.8092	25.8763	25.8903
"2024-10-10 11:35:00"	25.6302	25.8288	25.7281	25.8288	25.8875	25.8595
"2024-10-10 11:40:00"	25.6162	25.826	25.7141	25.8064	25.8735	25.8651
"2024-10-10 11:45:00"	25.6107	25.8288	25.6833	25.8288	25.8455	25.8707
"2024-10-10 11:50:00"	25.6023	25.8092	25.7113	25.8316	25.8595	25.8595
"2024-10-10 11:55:00"	25.6218	25.8119	25.6805	25.8316	25.8903	25.8735
"2024-10-10 12:00:00"	25.6246	25.7672	25.7029	25.8316	25.8399	25.8567
"2024-10-10 12:05:00"	25.6358	25.798	25.6861	25.8119	25.8483	25.8567
"2024-10-10 12:10:00"	25.6135	25.7812	25.7141	25.8203	25.8819	25.8455
"2024-10-10 12:15:00"	25.6218	25.7896	25.7252	25.8119	25.8679	25.8119
"2024-10-10 12:20:00"	25.6246	25.7812	25.6777	25.8008	25.8567	25.8539
"2024-10-10 12:25:00"	25.6135	25.7756	25.7057	25.8008	25.8316	25.8399
"2024-10-10 12:30:00"	25.633	25.7784	25.6917	25.8203	25.8567	25.8203
"2024-10-10 12:35:00"	25.6218	25.7672	25.7029	25.8119	25.8455	25.8288
"2024-10-10 12:40:00"	25.6107	25.7616	25.7252	25.7924	25.8399	25.7896
"2024-10-10 13:10:00"	25.6162	25.7476	25.6554	25.77	25.8427	25.7924
"2024-10-14 10:40:00"	24.9165	24.7719	24.7524	24.872	24.9332	24.7108
"2024-10-14 10:45:00"	24.9165	24.7719	24.7524	24.872	24.9332	24.7108
"2024-10-14 10:50:00"	24.9165	24.7719	24.7524	24.872	24.9332	24.7108
"2024-10-14 10:55:00"	24.9165	24.7719	24.7524	24.872	24.9332	24.7108
"2024-10-14 11:00:00"	24.9165	24.7719	24.7524	24.872	24.9332	24.7108
"2024-10-14 11:05:00"	24.9193	24.7219	24.7358	24.8553	24.9749	24.7413
"2024-10-14 11:10:00"	24.9193	24.7219	24.7358	24.8553	24.9749	24.7413
"2024-10-14 11:15:00"	24.9193	24.7219	24.7358	24.8553	24.9749	24.7413
"2024-10-14 11:45:00"	24.8887	24.7413	24.708	24.8331	24.9582	24.6663
"2024-10-14 11:50:00"	24.8887	24.7413	24.708	24.8331	24.9582	24.6663
"2024-10-14 11:55:00"	24.8887	24.7413	24.708	24.8331	24.9582	24.6663
"2024-10-16 11:45:00"	24.4497	24.422	24.3332	24.4331	24.5497	24.3166
"2024-10-16 11:50:00"	24.4497	24.422	24.3332	24.4331	24.5497	24.3166
"2024-10-16 11:55:00"	24.4497	24.422	24.3332	24.4331	24.5497	24.3166
"2024-10-16 12:00:00"	24.4497	24.422	24.3332	24.4331	24.5497	24.3166
"2024-10-16 12:05:00"	24.4497	24.422	24.3332	24.4331	24.5497	24.3166
"2024-10-16 12:10:00"	24.4497	24.422	24.3332	24.4331	24.5497	24.3166
"2024-10-16 12:15:00"	24.4331	24.3859	24.3554	24.4331	24.5469	24.2777
"2024-10-16 12:20:00"	24.4331	24.3859	24.3554	24.4331	24.5469	24.2777
"2024-10-16 12:25:00"	24.4331	24.3859	24.3554	24.4331	24.5469	24.2777
"2024-10-16 12:30:00"	24.4331	24.3859	24.3554	24.4331	24.5469	24.2777
"2024-10-16 12:35:00"	24.4331	24.3859	24.3554	24.4331	24.5469	24.2777
"2024-10-16 12:40:00"	24.4331	24.3859	24.3554	24.4331	24.5469	24.2777
"2024-10-16 12:45:00"	24.4331	24.3859	24.3554	24.4331	24.5469	24.2777
"2024-10-16 12:50:00"	24.4331	24.3748	24.3249	24.4053	24.558	24.3055
"2024-10-16 12:55:00"	24.4331	24.3748	24.3249	24.4053	24.558	24.3055
"2024-10-16 13:00:00"	24.4331	24.3748	24.3249	24.4053	24.558	24.3055
"2024-10-16 13:05:00"	24.4331	24.3748	24.3249	24.4053	24.558	24.3055
"2024-10-16 13:10:00"	24.4331	24.3748	24.3249	24.4053	24.558	24.3055
"2024-10-16 13:15:00"	24.4331	24.3748	24.3249	24.4053	24.558	24.3055
"2024-10-16 13:20:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 13:25:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 13:30:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 13:35:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 13:40:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 13:45:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 13:50:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 13:55:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 14:00:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 14:05:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 14:10:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 14:15:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 14:20:00"	24.4386	24.3693	24.3221	24.4026	24.5386	24.2944
"2024-10-16 14:25:00"	24.4137	24.3499	24.3027	24.3831	24.5469	24.2777
"2024-10-16 14:30:00"	24.4137	24.3499	24.3027	24.3831	24.5469	24.2777
"2024-10-16 14:35:00"	24.4137	24.3499	24.3027	24.3831	24.5469	24.2777
"2024-10-16 14:40:00"	24.4137	24.3499	24.3027	24.3831	24.5469	24.2777
"2024-10-16 14:45:00"	24.4137	24.3499	24.3027	24.3831	24.5469	24.2777
"2024-10-16 14:50:00"	24.4137	24.3499	24.3027	24.3831	24.5469	24.2777
"2024-10-16 14:55:00"	24.4137	24.3499	24.3027	24.3831	24.5469	24.2777
"2024-10-16 15:00:00"	24.4275	24.3194	24.3304	24.3776	24.5386	24.2445
"2024-10-16 15:05:00"	24.4275	24.3194	24.3304	24.3776	24.5386	24.2445
"2024-10-16 15:10:00"	24.4275	24.3194	24.3304	24.3776	24.5386	24.2445
"2024-10-16 15:15:00"	24.4275	24.3194	24.3304	24.3776	24.5386	24.2445
"2024-10-16 15:20:00"	24.4275	24.3194	24.3304	24.3776	24.5386	24.2445
"2024-10-16 15:25:00"	24.4275	24.3194	24.3304	24.3776	24.5386	24.2445
"2024-10-16 15:30:00"	24.4192	24.3304	24.3277	24.3693	24.5386	24.2584
"2024-10-16 15:35:00"	24.4192	24.3304	24.3277	24.3693	24.5386	24.2584
"2024-10-16 15:40:00"	24.4192	24.3304	24.3277	24.3693	24.5386	24.2584
"2024-10-16 15:45:00"	24.4192	24.3304	24.3277	24.3693	24.5386	24.2584
"2024-10-16 15:50:00"	24.4192	24.3304	24.3277	24.3693	24.5386	24.2584
"2024-10-16 15:55:00"	24.4192	24.3304	24.3277	24.3693	24.5386	24.2584
"2024-10-16 16:00:00"	24.4192	24.3304	24.3277	24.3693	24.5386	24.2584
"2024-10-16 16:05:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:10:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:15:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:20:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:25:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:30:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:35:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:40:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:45:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:50:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 16:55:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 17:00:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 17:05:00"	24.4192	24.3416	24.3083	24.3831	24.533	24.2944
"2024-10-16 17:10:00"	24.4386	24.3665	24.3277	24.3887	24.508	24.3166
"2024-10-16 17:15:00"	24.4386	24.3665	24.3277	24.3887	24.508	24.3166
"2024-10-16 17:20:00"	24.4386	24.3665	24.3277	24.3887	24.508	24.3166
"2024-10-16 17:25:00"	24.4386	24.3665	24.3277	24.3887	24.508	24.3166
"2024-10-16 17:30:00"	24.4386	24.3665	24.3277	24.3887	24.508	24.3166
"2024-10-16 17:35:00"	24.4386	24.3665	24.3277	24.3887	24.508	24.3166
"2024-10-16 17:40:00"	24.3859	24.3831	24.3554	24.4137	24.5275	24.2888
"2024-10-16 17:45:00"	24.3859	24.3831	24.3554	24.4137	24.5275	24.2888
"2024-10-16 17:50:00"	24.3859	24.3831	24.3554	24.4137	24.5275	24.2888
"2024-10-16 17:55:00"	24.3859	24.3831	24.3554	24.4137	24.5275	24.2888
"2024-10-16 18:00:00"	24.3859	24.3831	24.3554	24.4137	24.5275	24.2888
"2024-10-16 18:05:00"	24.3859	24.3831	24.3554	24.4137	24.5275	24.2888
"2024-10-16 18:10:00"	24.3859	24.3831	24.3554	24.4137	24.5275	24.2888
"2024-10-16 18:15:00"	24.3998	24.397	24.361	24.3998	24.5386	24.3332
"2024-10-16 18:20:00"	24.3998	24.397	24.361	24.3998	24.5386	24.3332
"2024-10-16 18:25:00"	24.3998	24.397	24.361	24.3998	24.5386	24.3332
"2024-10-16 18:30:00"	24.3998	24.397	24.361	24.3998	24.5386	24.3332
"2024-10-16 18:35:00"	24.3998	24.397	24.361	24.3998	24.5386	24.3332
"2024-10-16 18:40:00"	24.3998	24.397	24.361	24.3998	24.5386	24.3332
"2024-10-16 18:45:00"	24.4026	24.3776	24.3637	24.4248	24.5163	24.3221
"2024-10-16 18:50:00"	24.4026	24.3776	24.3637	24.4248	24.5163	24.3221
"2024-10-16 18:55:00"	24.4026	24.3776	24.3637	24.4248	24.5163	24.3221
"2024-10-16 19:00:00"	24.4026	24.3776	24.3637	24.4248	24.5163	24.3221
"2024-10-16 19:05:00"	24.4026	24.3776	24.3637	24.4248	24.5163	24.3221
"2024-10-16 19:10:00"	24.4026	24.3776	24.3637	24.4248	24.5163	24.3221
"2024-10-16 19:15:00"	24.3915	24.4275	24.3859	24.397	24.5441	24.3665
"2024-10-16 19:20:00"	24.3915	24.4275	24.3859	24.397	24.5441	24.3665
"2024-10-16 19:25:00"	24.3915	24.4275	24.3859	24.397	24.5441	24.3665
"2024-10-16 19:30:00"	24.3915	24.4275	24.3859	24.397	24.5441	24.3665
"2024-10-16 19:35:00"	24.3915	24.4275	24.3859	24.397	24.5441	24.3665
"2024-10-16 19:40:00"	24.3915	24.4275	24.3859	24.397	24.5441	24.3665
"2024-10-16 19:45:00"	24.3915	24.4275	24.3859	24.397	24.5441	24.3665
"2024-10-16 19:50:00"	24.4192	24.458	24.4081	24.4303	24.5663	24.397
"2024-10-16 19:55:00"	24.4192	24.458	24.4081	24.4303	24.5663	24.397
"2024-10-16 20:00:00"	24.4192	24.458	24.4081	24.4303	24.5663	24.397
"2024-10-16 20:05:00"	24.4192	24.458	24.4081	24.4303	24.5663	24.397
"2024-10-16 20:10:00"	24.4192	24.458	24.4081	24.4303	24.5663	24.397
"2024-10-16 20:15:00"	24.4192	24.458	24.4081	24.4303	24.5663	24.397
"2024-10-16 20:20:00"	24.4081	24.4747	24.4192	24.4525	24.533	24.4026
"2024-10-16 20:25:00"	24.4081	24.4747	24.4192	24.4525	24.533	24.4026
"2024-10-16 20:30:00"	24.4081	24.4747	24.4192	24.4525	24.533	24.4026
"2024-10-16 20:35:00"	24.4081	24.4747	24.4192	24.4525	24.533	24.4026
"2024-10-16 20:40:00"	24.4081	24.4747	24.4192	24.4525	24.533	24.4026
"2024-10-16 20:45:00"	24.4081	24.4747	24.4192	24.4525	24.533	24.4026
"2024-10-16 20:50:00"	24.4081	24.4747	24.4192	24.4525	24.533	24.4026
"2024-10-16 20:55:00"	24.4137	24.5247	24.4303	24.4553	24.5497	24.4192
"2024-10-16 21:00:00"	24.4137	24.5247	24.4303	24.4553	24.5497	24.4192
"2024-10-16 21:05:00"	24.4137	24.5247	24.4303	24.4553	24.5497	24.4192
"2024-10-16 21:10:00"	24.4137	24.5247	24.4303	24.4553	24.5497	24.4192
"2024-10-16 21:15:00"	24.4137	24.5247	24.4303	24.4553	24.5497	24.4192
"2024-10-16 21:20:00"	24.4137	24.5247	24.4303	24.4553	24.5497	24.4192
"2024-10-16 21:25:00"	24.4109	24.5413	24.4331	24.4914	24.5691	24.4719
"2024-10-16 21:30:00"	24.4109	24.5413	24.4331	24.4914	24.5691	24.4719
"2024-10-16 21:35:00"	24.4109	24.5413	24.4331	24.4914	24.5691	24.4719
"2024-10-16 21:40:00"	24.4109	24.5413	24.4331	24.4914	24.5691	24.4719
"2024-10-16 21:45:00"	24.4109	24.5413	24.4331	24.4914	24.5691	24.4719
